submission_date,starttime,endtime,tinh,tentinh,huyen,tenhuyen,xa,tenxa,thon,tenthon,khuvuc,idcode0,nguoipv,entry,a001,a002,a005,a005a,a006,a008,a008a,a008aa,a009,a009a,z8,instanceID
"2017-09-29 08:33:22","2017-09-29 07:20:44","2017-09-29 08:33:16","Hải Dương","Hải Dương","Huyện Thanh Hà","Huyện Thanh Hà","Thị trấn Thanh Hà","Thị trấn Thanh Hà","302941081310","Khu 2","Đô thị",8,"Ha Thi Kim Quy",290,"Nam",44,"Kinh","","Chưa học hết cấp II","Dan quan thuong truc","Chuyên gia, kỹ thuật (bao gồm cả quân đội, cảnh sát, an ninh)","","Cơ quan nhà nước","","Khong co","uuid:5cfdfdfc-1ac0-47a0-ac29-a090aa1c07fc"
"2017-09-29 17:25:35","2017-09-29 16:39:06","2017-09-29 17:25:32","Hải Dương","Hải Dương","Huyện Thanh Hà","Huyện Thanh Hà","Xã Thanh Hồng","Xã Thanh Hồng","302941087900227","Thôn Nhan Bầu","Nông thôn",42,"Nguyen thu ha",224,"Nữ",43,"Kinh","","Tốt nghiệp cấp III","Lam may va","Lao động có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:6b393560-c143-48d6-bc18-47a3c38328e1"
"2017-09-30 15:01:51","2017-09-30 14:08:25","2017-09-30 15:01:48","Hải Dương","Hải Dương","Huyện Kim Thành","Huyện Kim Thành","Thị trấn Phú Thái","Thị trấn Phú Thái","302931075005","Khu Đồng Văn","Đô thị",15,"Nguyen thu ha",224,"Nữ",42,"Kinh","","Tốt nghiệp cấp II","Di cho, di buon cho","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:c8cecbf2-7216-4350-a11a-80834c30e814"
"2017-09-29 14:27:34","2017-09-29 13:28:41","2017-09-29 14:27:30","Hải Dương","Hải Dương","Huyện Thanh Hà","Huyện Thanh Hà","Xã Thanh Hồng","Xã Thanh Hồng","302941087900228","Thôn Tiên Kiều","Nông thôn",2,"Tran Thi Mai Huong",210,"Nam",50,"Kinh","","Tốt nghiệp cấp III","Lam ruong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:839ac164-fd08-4e02-95b0-258d9d3a7f54"
"2017-10-01 10:59:32","2017-10-01 10:16:28","2017-10-01 10:59:29","Hải Dương","Hải Dương","TP Hải Dương","TP Hải Dương","Phường Việt Hòa","Phường Việt Hòa","302881054303","Khu 4","Đô thị",9,"Tran Thi Mai Huong",210,"Nữ",51,"Kinh","","Tốt nghiệp cấp II","Lam ruong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:feffbf3d-6688-421d-81db-fedaccf0de93"
"2017-09-29 10:39:30","2017-09-29 09:57:16","2017-09-29 10:39:27","Hải Dương","Hải Dương","Huyện Thanh Hà","Huyện Thanh Hà","Thị trấn Thanh Hà","Thị trấn Thanh Hà","302941081309","Khu 3","Đô thị",2,"Nguyen thu ha",224,"Nữ",67,"Kinh","","Chưa học hết cấp II","Lam nong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:ae7a8a7c-ca30-45dd-8475-ed46ba19874d"
"2017-09-29 08:34:36","2017-09-29 07:24:21","2017-09-29 08:34:33","Hải Dương","Hải Dương","Huyện Thanh Hà","Huyện Thanh Hà","Thị trấn Thanh Hà","Thị trấn Thanh Hà","302941081309","Khu 3","Đô thị",13,"Nguyen Phuong Linh",238,"Nữ",61,"Kinh","","Tốt nghiệp cấp II","Nghi huu","Nghỉ hưu (và không làm thêm)","","Cơ quan nhà nước","","Khong co","uuid:4f7f4245-099c-46f1-90dc-d8e030e3761b"
"2017-10-01 15:30:22","2017-10-01 14:48:53","2017-10-01 15:30:19","Hải Dương","Hải Dương","TP Hải Dương","TP Hải Dương","Phường Trần Phú","Phường Trần Phú","302881052801","Khu 4","Đô thị",18,"Nguyen thi thuong",291,"Nữ",45,"Kinh","","Tốt nghiệp cấp III","Ban hang","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:f135e208-b2b8-402f-a10b-11413eb63d8c"
"2017-10-01 14:30:07","2017-10-01 13:43:38","2017-10-01 14:30:04","Hải Dương","Hải Dương","TP Hải Dương","TP Hải Dương","Phường Trần Phú","Phường Trần Phú","302881052801","Khu 4","Đô thị",15,"Nguyen Phuong Linh",238,"Nữ",57,"Kinh","","Tốt nghiệp cấp II","Buon ban","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:f9b1c458-6b3b-4d75-9b57-afd8846e0b2c"
"2017-09-29 11:42:01","2017-09-29 08:49:24","2017-09-29 11:41:56","Hải Dương","Hải Dương","Huyện Thanh Hà","Huyện Thanh Hà","Thị trấn Thanh Hà","Thị trấn Thanh Hà","302941081310","Khu 2","Đô thị",6,"Nguyen ngoc phuong mai",246,"Nữ",55,"Kinh","","Tốt nghiệp cấp II","Nong dan","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:e3730102-a1d3-432f-a27f-b6ef69df6f28"
"2017-10-01 15:03:35","2017-10-01 14:22:15","2017-10-01 15:03:31","Hải Dương","Hải Dương","TP Hải Dương","TP Hải Dương","Phường Trần Phú","Phường Trần Phú","302881052801","Khu 4","Đô thị",14,"Le Thi Ngoc Anh",197,"Nam",61,"Kinh","","Tốt nghiệp cấp II","Nghi huu","Nghỉ hưu (và không làm thêm)","","Quốc phòng/Công an","","Khong co","uuid:5cfaa904-ac2e-4b4c-889b-01895790c9d7"
"2017-09-30 11:02:09","2017-09-30 10:08:09","2017-09-30 11:02:01","Hải Dương","Hải Dương","Huyện Kim Thành","Huyện Kim Thành","Xã Liên Hòa","Xã Liên Hòa","302931080700223","Thôn Cao Ngô","Nông thôn",45,"Tran Thi Mai Huong",210,"Nữ",55,"Kinh","","Tốt nghiệp cấp II","Lam nong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:5312a066-23f4-4bf3-afe9-1f32546b43aa"
"2017-09-29 08:43:05","2017-09-29 07:23:55","2017-09-29 08:43:01","Hải Dương","Hải Dương","Huyện Thanh Hà","Huyện Thanh Hà","Thị trấn Thanh Hà","Thị trấn Thanh Hà","302941081309","Khu 3","Đô thị",19,"Le Thi Ngoc Anh",197,"Nam",66,"Kinh","","Tốt nghiệp cấp II","Ve huu","Nghỉ hưu (và không làm thêm)","","Công nghiệp (Nhà nước)","","Khong co","uuid:c316a76e-e74a-4701-91fd-1e94e30f116f"
"2017-09-29 09:59:04","2017-09-29 09:08:38","2017-09-29 09:59:01","Hải Dương","Hải Dương","Huyện Thanh Hà","Huyện Thanh Hà","Thị trấn Thanh Hà","Thị trấn Thanh Hà","302941081310","Khu 2","Đô thị",4,"Tran  Thi Mai Huong",210,"Nữ",55,"Kinh","","Tốt nghiệp cấp III","Lam ruong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:424e6000-b222-4a7a-bfeb-5d76537ee733"
"2017-09-30 12:03:14","2017-09-30 11:10:29","2017-09-30 12:03:11","Hải Dương","Hải Dương","Huyện Kim Thành","Huyện Kim Thành","Xã Liên Hòa","Xã Liên Hòa","302931080700224","Thôn Trung Hạng","Nông thôn",13,"Nguyen thi thuong",291,"Nam",31,"Kinh","","Tốt nghiệp cấp III","Ban hang hoi cho thuong mai","Nhân viên văn phòng / Bán hàng","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:b217b17e-dd07-4e93-9e11-3617fe1f58a8"
"2017-09-30 10:22:25","2017-09-30 09:10:56","2017-09-30 10:22:22","Hải Dương","Hải Dương","Huyện Kim Thành","Huyện Kim Thành","Xã Liên Hòa","Xã Liên Hòa","302931080700224","Thôn Trung Hạng","Nông thôn",20,"Nguyen thu ha",224,"Nam",37,"Kinh","","Tốt nghiệp cấp II","Lam ruong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:775a903e-eb25-4548-ac61-6e2d59eee5dc"
"2017-09-30 17:41:24","2017-09-30 16:22:13","2017-09-30 17:41:21","Hải Dương","Hải Dương","Huyện Kim Thành","Huyện Kim Thành","Thị trấn Phú Thái","Thị trấn Phú Thái","302931075006","Khu An Thái","Đô thị",9,"Ha Thi Kim Quy",290,"Nam",58,"Kinh","","Tốt nghiệp cấp II","Lam nong nghiep","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Quốc phòng/Công an","","Khong co","uuid:744203f8-2641-4bc7-afef-03e80e5b84df"
"2017-09-29 08:15:26","2017-09-29 07:20:03","2017-09-29 08:15:21","Hải Dương","Hải Dương","Huyện Thanh Hà","Huyện Thanh Hà","Thị trấn Thanh Hà","Thị trấn Thanh Hà","302941081310","Khu 2","Đô thị",14,"Tran Thi Mai Huong",210,"Nữ",55,"Kinh","","Tốt nghiệp cấp II","Lam ruong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:39878e73-7ddf-4c6f-b5d6-43c74b5fcb92"
"2017-09-30 15:50:35","2017-09-30 15:02:01","2017-09-30 15:50:33","Hải Dương","Hải Dương","Huyện Kim Thành","Huyện Kim Thành","Thị trấn Phú Thái","Thị trấn Phú Thái","302931075005","Khu Đồng Văn","Đô thị",13,"Nguyen thu ha",224,"Nam",64,"Kinh","","Chưa học hết cấp III","Bo doi, huong che do chat doc da cam","Nghỉ hưu (và không làm thêm)","","Nông nghiệp","","Khong co","uuid:5dafcdb5-9f76-4d5f-ac59-ab4847320aa7"
"2017-09-30 10:08:02","2017-09-30 09:09:24","2017-09-30 10:07:57","Hải Dương","Hải Dương","Huyện Kim Thành","Huyện Kim Thành","Xã Liên Hòa","Xã Liên Hòa","302931080700223","Thôn Cao Ngô","Nông thôn",1,"Tran Thi Mai Huong",210,"Nam",64,"Kinh","","Tốt nghiệp cấp II","Lam ruong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:f6b25768-8806-4318-ad41-c0da4379e788"
"2017-09-29 08:49:15","2017-09-29 07:58:00","2017-09-29 08:49:12","Hải Dương","Hải Dương","Huyện Thanh Hà","Huyện Thanh Hà","Thị trấn Thanh Hà","Thị trấn Thanh Hà","302941081310","Khu 2","Đô thị",15,"Nguyen ngoc phuong mai",246,"Nam",65,"Kinh","","Tốt nghiệp cấp II","Nong nghiep","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:593816aa-283e-46b0-82f8-ebc46f534683"
"2017-10-01 16:46:04","2017-10-01 15:57:04","2017-10-01 16:45:59","Hải Dương","Hải Dương","TP Hải Dương","TP Hải Dương","Phường Trần Phú","Phường Trần Phú","302881052802","Khu 7","Đô thị",1,"Nguyen ngoc phuong mai",246,"Nam",50,"Kinh","","Tốt nghiệp ĐH/Cao đẳng","Quan ly","Quản lý / Giám sát / Điều hành","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:c3edf7cd-a34d-4d19-993a-e45588730f11"
"2017-09-29 16:38:58","2017-09-29 15:45:44","2017-09-29 16:38:53","Hải Dương","Hải Dương","Huyện Thanh Hà","Huyện Thanh Hà","Xã Thanh Hồng","Xã Thanh Hồng","302941087900227","Thôn Nhan Bầu","Nông thôn",11,"Nguyen thu ha",224,"Nữ",55,"Kinh","","Chưa học hết cấp II","Lam ruong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:bccca327-58f2-47d7-bfd6-6248564db465"
"2017-09-30 09:09:01","2017-09-30 08:10:41","2017-09-30 09:08:58","Hải Dương","Hải Dương","Huyện Kim Thành","Huyện Kim Thành","Xã Liên Hòa","Xã Liên Hòa","302931080700224","Thôn Trung Hạng","Nông thôn",8,"Le Thi Ngoc Anh",197,"Nữ",63,"Kinh","","Tốt nghiệp cấp II","Lam nong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:5226c217-5171-487c-af3d-9854d07170d1"
"2017-09-29 09:25:53","2017-09-29 08:34:44","2017-09-29 09:25:50","Hải Dương","Hải Dương","Huyện Thanh Hà","Huyện Thanh Hà","Thị trấn Thanh Hà","Thị trấn Thanh Hà","302941081309","Khu 3","Đô thị",7,"Nguyen Phuong Linh",238,"Nam",52,"Kinh","","Tốt nghiệp cấp II","Nong nghiep","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:b003c4c5-5d0a-48e0-9e2a-51ba5a3fa693"
"2017-09-29 14:57:43","2017-09-29 14:23:54","2017-09-29 14:57:39","Hải Dương","Hải Dương","Huyện Thanh Hà","Huyện Thanh Hà","Xã Thanh Hồng","Xã Thanh Hồng","302941087900227","Thôn Nhan Bầu","Nông thôn",15,"Le Thi Ngoc Anh",197,"Nữ",40,"Kinh","","Tốt nghiệp cấp II","Lam ruong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:eb18a789-6c9d-49ac-89d4-53caf2f7a55f"
"2017-09-29 16:43:00","2017-09-29 15:42:41","2017-09-29 16:42:54","Hải Dương","Hải Dương","Huyện Thanh Hà","Huyện Thanh Hà","Xã Thanh Hồng","Xã Thanh Hồng","302941087900227","Thôn Nhan Bầu","Nông thôn",13,"Le Thi Ngoc Anh",197,"Nữ",63,"Kinh","","Chưa học hết cấp II","Lam ruong vuon","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:488bff59-0a20-497d-bb82-50ca2cc8a99c"
"2017-10-01 09:38:42","2017-10-01 08:02:30","2017-10-01 09:38:38","Hải Dương","Hải Dương","TP Hải Dương","TP Hải Dương","Phường Việt Hòa","Phường Việt Hòa","302881054303","Khu 4","Đô thị",2,"Ha Thi Kim Quy",290,"Nam",61,"Kinh","","Tốt nghiệp cấp II","Lam ruong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:601a440f-c8a6-4900-808d-0234a19d99c5"
"2017-09-29 08:25:13","2017-09-29 07:33:48","2017-09-29 08:25:11","Hải Dương","Hải Dương","Huyện Thanh Hà","Huyện Thanh Hà","Thị trấn Thanh Hà","Thị trấn Thanh Hà","302941081310","Khu 2","Đô thị",9,"Le thi kim anh",289,"Nam",54,"Kinh","","Chưa học hết cấp II","Cong nhan mo","Lao động có tay nghề","","Công nghiệp (Nhà nước)","","Khong co","uuid:b288803f-eeb8-4d72-90ec-f77f413ce4d9"
"2017-09-29 15:13:59","2017-09-29 14:27:43","2017-09-29 15:13:56","Hải Dương","Hải Dương","Huyện Thanh Hà","Huyện Thanh Hà","Xã Thanh Hồng","Xã Thanh Hồng","302941087900228","Thôn Tiên Kiều","Nông thôn",7,"Tran Thi Mai Huong",210,"Nam",49,"Kinh","","Tốt nghiệp cấp II","Lam ruong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:a50f6730-5e9c-418d-9d6f-049b99ce95ec"
"2017-09-30 12:09:04","2017-09-30 11:12:34","2017-09-30 12:08:50","Hải Dương","Hải Dương","Huyện Kim Thành","Huyện Kim Thành","Xã Liên Hòa","Xã Liên Hòa","302931080700224","Thôn Trung Hạng","Nông thôn",14,"Nguyen thu ha",224,"Nam",37,"Kinh","","Tốt nghiệp cấp II","Lam cong ty gach","Lao động có tay nghề","","Công nghiệp (Tư nhân)","","Khong co","uuid:4941157b-08d8-4b1d-8b45-d421d0a960ce"
"2017-10-01 15:37:04","2017-10-01 14:47:18","2017-10-01 15:37:01","Hải Dương","Hải Dương","TP Hải Dương","TP Hải Dương","Phường Trần Phú","Phường Trần Phú","302881052802","Khu 7","Đô thị",4,"Ha Thi Kim Quy",290,"Nam",61,"Kinh","","Tốt nghiệp cấp III","Kinh dianh tai nha","Người lao động cho gia đình không được trả lương","","Công nghiệp (Nhà nước)","","Khong co","uuid:7b4fbded-6404-4edd-8d63-b4e2611d68ec"
"2017-10-01 15:52:35","2017-10-01 15:15:58","2017-10-01 15:52:31","Hải Dương","Hải Dương","TP Hải Dương","TP Hải Dương","Phường Trần Phú","Phường Trần Phú","302881052801","Khu 4","Đô thị",4,"Nguyen Phuong Linh",238,"Nữ",60,"Kinh","","Tốt nghiệp cấp II","Ban hang an","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:5c449f8e-232d-428b-a7fb-3428230c2768"
"2017-10-01 10:16:27","2017-10-01 09:34:39","2017-10-01 10:16:22","Hải Dương","Hải Dương","TP Hải Dương","TP Hải Dương","Phường Việt Hòa","Phường Việt Hòa","302881054304","Khu 6","Đô thị",16,"Le Thi Ngoc Anh",197,"Nữ",37,"Kinh","","Tốt nghiệp cấp II","Cong nhan cong ti","Lao động có tay nghề","","Công nghiệp (Tư nhân)","","Khong co","uuid:1b0d2a48-8189-4a6f-81d3-56fa5d022f6e"
"2017-10-01 16:43:07","2017-10-01 15:53:07","2017-10-01 16:43:04","Hải Dương","Hải Dương","TP Hải Dương","TP Hải Dương","Phường Trần Phú","Phường Trần Phú","302881052801","Khu 4","Đô thị",9,"Le Thi Ngoc Anh",197,"Nam",46,"Kinh","","Tốt nghiệp cấp II","Tho may","Lao động có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:2467e8df-752c-44be-a1ce-7ae5d352f7a1"
"2017-09-30 11:12:19","2017-09-30 10:22:33","2017-09-30 11:12:16","Hải Dương","Hải Dương","Huyện Kim Thành","Huyện Kim Thành","Xã Liên Hòa","Xã Liên Hòa","302931080700224","Thôn Trung Hạng","Nông thôn",2,"Nguyen thu ha",224,"Nữ",49,"Kinh","","Tốt nghiệp cấp II","Lam ruong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:b5edcb84-8599-4e9d-95ae-099be599c575"
"2017-09-29 14:34:39","2017-09-29 13:37:37","2017-09-29 14:34:25","Hải Dương","Hải Dương","Huyện Thanh Hà","Huyện Thanh Hà","Xã Thanh Hồng","Xã Thanh Hồng","302941087900227","Thôn Nhan Bầu","Nông thôn",3,"Nguyen thi thuong",291,"Nữ",50,"Kinh","","Tốt nghiệp cấp II","Nong dan","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:f993d9e6-46a1-42f2-adfa-aedc33aecfd8"
"2017-09-29 16:16:36","2017-09-29 15:02:45","2017-09-29 16:16:32","Hải Dương","Hải Dương","Huyện Thanh Hà","Huyện Thanh Hà","Xã Thanh Hồng","Xã Thanh Hồng","302941087900228","Thôn Tiên Kiều","Nông thôn",19,"Ha Thi Kim Quy",290,"Nữ",60,"Kinh","","Tốt nghiệp cấp II","Lam ruong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:c5c73a7d-287d-4aa0-8407-73cb165aa2f8"
"2017-09-29 15:02:35","2017-09-29 13:29:07","2017-09-29 15:02:32","Hải Dương","Hải Dương","Huyện Thanh Hà","Huyện Thanh Hà","Xã Thanh Hồng","Xã Thanh Hồng","302941087900228","Thôn Tiên Kiều","Nông thôn",6,"Ha Thi Kim Quy",290,"Nữ",64,"Kinh","","Tốt nghiệp cấp II","Lam ruong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:fc35134c-b001-4edd-9cc6-5621b2efd137"
"2017-09-30 16:54:01","2017-09-30 15:17:38","2017-09-30 16:53:56","Hải Dương","Hải Dương","Huyện Kim Thành","Huyện Kim Thành","Thị trấn Phú Thái","Thị trấn Phú Thái","302931075006","Khu An Thái","Đô thị",3,"Le thi kim anh",289,"Nữ",61,"Kinh","","Tốt nghiệp ĐH/Cao đẳng","Buon ban","Người lao động cho gia đình không được trả lương","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:1670d877-3bf5-4c50-ba83-9a5cb6a5fd2e"
"2017-09-29 14:56:47","2017-09-29 13:39:32","2017-09-29 14:56:44","Hải Dương","Hải Dương","Huyện Thanh Hà","Huyện Thanh Hà","Xã Thanh Hồng","Xã Thanh Hồng","302941087900227","Thôn Nhan Bầu","Nông thôn",5,"Nguyen thu ha",224,"Nữ",68,"Kinh","","Tốt nghiệp cấp II","Lam ruong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:f25dc015-ea56-4f3f-ae4c-8848cfad4e85"
"2017-09-29 15:25:57","2017-09-29 14:34:40","2017-09-29 15:25:42","Hải Dương","Hải Dương","Huyện Thanh Hà","Huyện Thanh Hà","Xã Thanh Hồng","Xã Thanh Hồng","302941087900227","Thôn Nhan Bầu","Nông thôn",2,"Nguyen thi thuong",291,"Nam",26,"Kinh","","Tốt nghiệp cấp II","Lam cong nhan may","Lao động có tay nghề","","Công nghiệp (Nước ngoài/Liên doanh)","","Khong co","uuid:28068a2f-3ea3-49ee-9ac0-1e9eef81a3e0"
"2017-09-29 14:40:51","2017-09-29 13:28:33","2017-09-29 14:40:46","Hải Dương","Hải Dương","Huyện Thanh Hà","Huyện Thanh Hà","Xã Thanh Hồng","Xã Thanh Hồng","302941087900228","Thôn Tiên Kiều","Nông thôn",1,"Le thi kim anh",289,"Nữ",53,"Kinh","","Chưa học hết cấp II","Lam ruong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:bca4df7c-9b8f-4a3c-a94c-bd9c6e4f880a"
"2017-09-30 15:29:13","2017-09-30 14:09:34","2017-09-30 15:29:08","Hải Dương","Hải Dương","Huyện Kim Thành","Huyện Kim Thành","Thị trấn Phú Thái","Thị trấn Phú Thái","302931075005","Khu Đồng Văn","Đô thị",20,"Nguyen Phuong Linh",238,"Nữ",58,"Kinh","","Tốt nghiệp cấp II","Cong nhan giao thong duong bo","Lao động có tay nghề","","Khác","Nghi huu","Khong co","uuid:f635c4b9-38b4-4e7a-8feb-8413a8fad82e"
"2017-09-30 17:32:49","2017-09-30 16:53:13","2017-09-30 17:32:44","Hải Dương","Hải Dương","Huyện Kim Thành","Huyện Kim Thành","Thị trấn Phú Thái","Thị trấn Phú Thái","302931075005","Khu Đồng Văn","Đô thị",2,"Nguyen thu ha",224,"Nam",31,"Kinh","","Tốt nghiệp ĐH/Cao đẳng","Mo xuong nhom kinh","Chủ kinh doanh gia đình","","Công nghiệp (Tư nhân)","","Khong co","uuid:a554bc96-10d4-4ce8-a4bb-1c69f6f9e4c0"
"2017-10-01 14:25:06","2017-10-01 13:42:04","2017-10-01 14:25:03","Hải Dương","Hải Dương","TP Hải Dương","TP Hải Dương","Phường Trần Phú","Phường Trần Phú","302881052802","Khu 7","Đô thị",12,"Le thi kim anh",289,"Nam",34,"Kinh","","Tốt nghiệp cấp III","Cong nghe thong tin","Chuyên gia, kỹ thuật (bao gồm cả quân đội, cảnh sát, an ninh)","","Khác","Lam thue","Khong co","uuid:bf27cdf2-123e-492b-bdf2-542ba55d79fe"
